source,target,presence,pct_id_u11,evalue_u11,pct_id_u12,evalue_u12
n47,n75,both,61.8,1.19e-97,61.8,1.60e-93
n47,n76,both,47.2,1.00e-73,47.2,1.35e-69
n47,n77,both,47.9,4.49e-74,47.9,6.04e-70
n47,n78,both,46.9,2.08e-68,46.9,2.80e-64
n47,n79,both,32.2,1.61e-33,32.2,2.16e-29
n47,n8,both,51.8,7.07e-68,51.8,9.52e-64
n47,n80,both,47.9,2.52e-69,47.9,3.40e-65
n47,n81,both,51.3,1.18e-74,51.3,1.59e-70
n47,n82,both,41.5,2.57e-45,41.5,3.46e-41
n47,n83,both,39.0,1.55e-50,39.0,2.09e-46
n47,n86,both,52.6,1.02e-77,52.6,1.38e-73
n47,n87,both,44.3,4.68e-65,44.3,6.30e-61
n47,n88,both,41.0,5.29e-53,41.0,7.13e-49
n47,n89,both,48.1,1.76e-70,48.1,2.38e-66
n47,n9,both,47.9,5.68e-69,47.9,7.65e-65
n48,n49,both,30.1,4.48e-30,30.1,6.03e-26
n49,n84,both,30.4,2.87e-29,30.4,3.86e-25
n49,n85,both,35.5,2.58e-30,35.5,3.48e-26
n5,n50,both,30.9,1.25e-27,30.9,1.69e-23
n5,n51,both,47.7,1.70e-70,47.7,2.28e-66
n5,n52,both,65.4,4.07e-100,65.4,5.48e-96
n5,n53,both,67.3,2.55e-102,67.3,3.44e-98
n5,n54,both,61.9,2.82e-93,61.9,3.79e-89
n5,n55,both,59.1,2.99e-87,59.1,4.03e-83
n5,n56,both,59.2,6.03e-88,59.2,8.12e-84
n5,n57,both,59.2,6.03e-88,59.2,8.12e-84
n5,n58,both,57.9,2.52e-90,60.3,8.06e-88
n5,n59,both,44.9,9.01e-64,44.9,1.21e-59
n5,n6,both,79.2,3.11e-133,79.2,4.18e-129
n5,n60,both,41.9,2.15e-57,41.9,2.89e-53
n5,n61,both,41.0,6.68e-59,41.0,9.00e-55
n5,n62,both,68.2,2.33e-103,68.2,3.14e-99
n5,n64,both,66.8,8.11e-101,66.8,1.09e-96
n5,n66,both,44.3,3.66e-65,44.3,4.93e-61
n5,n67,both,32.3,5.52e-29,32.3,7.43e-25
n5,n68,both,46.2,1.03e-67,46.2,1.38e-63
n5,n69,both,50.2,2.53e-74,50.5,1.46e-70
n5,n7,both,45.0,1.26e-65,46.6,4.03e-63
n5,n70,both,50.2,9.94e-71,50.2,1.34e-66
n5,n71,both,48.1,6.03e-68,48.1,8.12e-64
n5,n72,both,62.7,6.80e-102,62.7,9.15e-98
n5,n73,both,58.1,8.65e-91,58.1,1.16e-86
n5,n74,both,58.0,2.28e-91,58.4,1.87e-89
n5,n75,both,47.2,2.96e-64,47.2,3.98e-60
n5,n76,both,44.7,3.10e-64,44.7,4.17e-60
n5,n77,both,46.7,7.12e-69,46.7,9.59e-65
n5,n78,both,57.5,7.32e-90,57.5,9.86e-86
n5,n79,both,32.3,1.84e-29,32.3,2.47e-25
n5,n8,both,61.0,2.18e-93,61.0,2.94e-89
n5,n80,both,60.1,7.53e-98,60.1,1.01e-93
n5,n81,both,63.4,2.34e-104,63.4,3.16e-100
n5,n82,both,33.9,2.56e-34,33.9,3.44e-30
n5,n83,both,53.6,6.43e-78,53.6,8.65e-74
n5,n86,both,49.5,6.23e-67,49.5,8.39e-63
n5,n87,both,61.1,1.44e-98,61.1,1.94e-94
n5,n88,both,43.7,2.62e-60,43.7,3.53e-56
n5,n89,both,44.5,3.66e-65,44.5,4.93e-61
n5,n9,both,59.0,8.35e-94,59.0,1.13e-89
n50,n52,both,31.1,6.85e-31,31.1,9.23e-27
n50,n53,both,31.8,3.63e-32,31.8,4.89e-28
n50,n54,both,32.1,4.43e-30,32.1,5.96e-26
n50,n55,v12_only,,,30.8,1.36e-22
n50,n56,both,30.5,7.26e-25,31.6,9.44e-24
n50,n57,both,30.7,1.58e-22,30.8,7.99e-23
n50,n58,both,30.5,8.97e-26,30.5,1.21e-21
n50,n59,both,32.1,1.38e-34,32.1,1.86e-30
n50,n60,both,32.1,2.44e-31,32.1,3.28e-27
n50,n61,both,31.7,6.85e-34,31.7,9.23e-30
n50,n62,both,34.7,8.75e-34,34.7,1.18e-29
n50,n64,both,31.5,2.18e-29,31.5,2.94e-25
n50,n66,both,31.6,9.09e-35,31.6,1.09e-30
n50,n67,both,33.2,8.10e-35,33.2,1.09e-30
n50,n68,both,31.8,3.08e-34,31.8,4.14e-30
n50,n69,both,32.3,1.43e-31,32.3,1.92e-27
n50,n7,both,32.7,6.62e-37,32.7,8.92e-33
n50,n70,both,32.9,1.53e-33,32.9,2.06e-29
n50,n74,both,32.1,4.16e-31,32.1,5.60e-27
n50,n75,both,32.9,1.09e-31,32.9,1.47e-27
n50,n76,both,32.7,2.52e-36,32.7,3.39e-32
n50,n77,both,32.7,1.48e-36,32.7,1.99e-32
n50,n78,both,33.1,4.60e-30,33.1,6.19e-26
n50,n79,both,85.4,1.43e-140,85.4,1.93e-136
n50,n8,both,33.7,3.00e-34,33.7,4.03e-30
n50,n80,both,33.9,1.38e-34,33.9,1.86e-30
n50,n81,v12_only,,,30.5,5.60e-27
n50,n82,both,30.2,1.09e-31,30.2,1.47e-27
n50,n83,both,30.8,5.26e-26,30.8,7.08e-22
n50,n86,both,31.5,2.92e-32,31.7,5.98e-29
n50,n87,both,30.1,8.11e-27,30.1,1.09e-22
n50,n88,both,32.1,3.29e-28,32.1,4.44e-24
n50,n89,both,34.9,2.78e-35,34.9,3.75e-31
n50,n9,both,32.6,2.20e-32,32.6,2.97e-28
n51,n52,both,50.0,5.74e-70,50.0,7.72e-66
n51,n53,both,48.5,2.57e-70,48.5,3.47e-66
n51,n54,both,47.6,2.40e-68,47.6,3.23e-64
n51,n55,both,46.4,8.19e-69,46.4,1.10e-64
n51,n56,both,46.4,8.19e-69,46.4,1.10e-64
n51,n57,both,46.4,4.80e-69,46.4,6.46e-65
n51,n58,both,40.9,1.17e-58,40.9,1.57e-54
n51,n59,both,65.9,1.77e-107,65.9,2.38e-103
n51,n6,both,52.3,1.37e-72,52.3,1.85e-68
n51,n60,both,61.8,1.74e-97,61.8,2.34e-93
n51,n61,both,57.5,2.55e-101,57.5,3.43e-97
n51,n62,both,48.5,3.18e-68,48.5,4.29e-64
n51,n64,both,51.9,1.03e-71,51.9,1.39e-67
n51,n66,both,56.1,7.30e-101,56.1,9.83e-97
n51,n67,both,34.9,1.27e-39,34.9,1.70e-35
n51,n68,both,57.9,9.21e-104,57.9,1.24e-99
n51,n69,both,46.7,6.82e-61,46.7,9.19e-57
n51,n7,both,56.6,2.19e-100,56.6,2.86e-96
n51,n70,both,49.8,2.29e-75,49.8,3.08e-71
n51,n71,both,60.6,2.01e-111,60.6,2.71e-107
n51,n72,both,44.3,2.98e-65,44.3,4.02e-61
n51,n73,both,46.0,7.37e-69,46.0,9.92e-65
n51,n74,both,49.1,7.15e-74,49.1,9.63e-70
n51,n75,both,53.6,1.12e-71,53.6,1.51e-67
n51,n76,both,57.3,4.31e-101,57.3,5.80e-97
n51,n77,both,58.7,1.13e-101,58.7,1.53e-97
n51,n78,both,46.7,5.27e-70,46.7,6.67e-66
n51,n79,both,30.2,3.13e-29,30.2,4.22e-25
n51,n8,both,52.6,1.24e-72,52.6,1.68e-68
n51,n80,both,49.1,7.09e-72,49.1,9.55e-68
n51,n81,both,47.2,8.93e-70,47.2,1.20e-65
n51,n82,both,33.1,4.07e-38,33.1,5.48e-34
n51,n83,both,38.3,1.64e-45,38.3,2.21e-41
n51,n86,both,67.8,7.51e-113,67.8,1.01e-108
n51,n87,both,43.5,6.99e-61,43.5,9.42e-57
n51,n88,both,43.7,6.25e-54,43.7,8.42e-50
n51,n89,both,61.8,3.23e-104,61.8,4.35e-100
n51,n9,both,46.0,1.59e-66,46.0,2.14e-62
n52,n53,both,91.2,4.03e-140,91.2,5.42e-136
n52,n54,both,68.8,9.33e-105,68.8,1.26e-100
n52,n55,both,62.7,7.61e-91,62.7,1.02e-86
n52,n56,both,62.3,7.61e-91,62.3,1.02e-86
n52,n57,both,62.7,5.83e-91,62.7,7.85e-87
n52,n58,both,55.4,4.84e-77,55.4,6.52e-73
n52,n59,both,47.0,1.79e-63,47.0,2.41e-59
n52,n6,both,70.3,1.40e-108,70.3,1.88e-104
n52,n60,both,50.6,7.49e-70,50.6,1.01e-65
n52,n61,both,49.8,1.28e-69,49.8,1.72e-65
n52,n62,both,71.7,5.67e-110,71.7,7.64e-106
n52,n64,both,67.7,2.88e-106,67.7,3.88e-102
n52,n66,both,53.0,2.04e-75,53.0,2.74e-71
n52,n67,both,34.3,9.56e-33,34.3,1.29e-28
n52,n68,both,51.8,1.56e-75,51.8,2.10e-71
n52,n69,both,55.1,5.72e-78,55.1,8.27e-74
n52,n7,both,49.4,5.19e-71,49.4,6.99e-67
n52,n70,both,51.1,3.25e-73,51.1,4.38e-69
n52,n71,both,47.0,9.48e-65,47.0,1.28e-60
n52,n72,both,68.6,1.45e-105,68.6,1.95e-101
n52,n73,both,60.1,1.83e-92,60.1,2.47e-88
n52,n74,both,65.4,5.88e-99,65.4,7.92e-95
n52,n75,both,47.0,4.87e-61,47.0,6.55e-57
n52,n76,both,50.0,8.00e-72,50.0,1.08e-67
n52,n77,both,50.9,5.54e-73,50.9,7.46e-69
n52,n78,both,64.2,6.95e-100,64.2,9.36e-96
n52,n79,both,30.8,3.18e-28,30.8,4.29e-24
n52,n8,both,67.3,7.48e-102,67.3,1.01e-97
n52,n80,both,68.1,3.94e-103,68.1,5.30e-99
n52,n81,both,73.6,2.01e-115,73.6,2.71e-111
n52,n82,both,34.4,1.86e-36,34.4,2.51e-32
n52,n83,both,53.1,8.00e-72,53.1,1.08e-67
n52,n86,both,48.5,3.85e-66,48.5,5.18e-62
n52,n87,both,62.0,6.96e-92,62.0,9.38e-88
n52,n88,both,45.3,8.87e-63,45.3,1.19e-58
n52,n89,both,44.2,4.87e-61,47.0,2.18e-60
n52,n9,both,59.8,4.08e-92,59.8,5.50e-88
n53,n54,both,69.5,1.59e-104,69.5,2.14e-100
n53,n55,both,62.3,1.17e-91,62.3,1.58e-87
n53,n56,both,62.5,6.88e-92,62.5,9.27e-88
n53,n57,both,62.9,5.27e-92,62.9,7.10e-88
n53,n58,both,56.0,5.18e-79,56.0,6.97e-75
n53,n59,both,47.0,1.12e-65,47.0,1.51e-61
n53,n6,both,70.3,2.81e-109,70.3,3.79e-105
n53,n60,both,48.5,4.86e-69,48.5,6.54e-65
n53,n61,both,47.7,5.37e-68,47.7,7.23e-64
n53,n62,both,74.8,5.85e-115,74.8,7.88e-111
n53,n64,both,70.0,5.80e-107,70.0,7.81e-103
n53,n66,both,51.3,8.55e-74,51.3,1.15e-69
n53,n67,both,33.6,4.29e-33,33.6,5.78e-29
n53,n68,both,50.6,1.72e-74,50.6,2.32e-70
n53,n69,both,53.2,1.97e-78,53.2,2.65e-74
n53,n7,both,48.5,1.97e-70,48.5,2.65e-66
n53,n70,both,53.3,1.32e-74,53.3,1.78e-70
n53,n71,both,47.0,5.02e-66,47.0,6.77e-62
n53,n72,both,70.9,6.93e-108,70.9,9.33e-104
n53,n73,both,62.2,6.09e-96,62.2,8.20e-92
n53,n74,both,65.6,1.31e-98,65.6,1.76e-94
n53,n75,both,47.4,5.20e-63,47.4,7.00e-59
n53,n76,both,49.1,4.39e-70,49.1,5.91e-66
n53,n77,both,50.0,2.33e-71,50.0,3.14e-67
n53,n78,both,64.2,2.64e-99,64.2,3.55e-95
n53,n79,both,32.2,1.53e-30,32.2,2.06e-26
n53,n8,both,67.6,1.67e-101,67.6,2.24e-97
n53,n80,both,68.3,8.77e-103,68.3,1.18e-98
n53,n81,both,74.0,1.65e-117,74.0,2.22e-113
n53,n82,both,34.5,1.58e-35,34.5,2.12e-31
n53,n83,both,55.4,1.32e-74,55.4,1.78e-70
n53,n86,both,47.3,5.94e-67,47.3,7.99e-63
n53,n87,both,62.7,5.70e-94,62.7,7.67e-90
n53,n88,both,44.9,9.62e-63,44.9,1.30e-58
n53,n89,both,45.5,1.24e-64,45.5,1.67e-60
n53,n9,both,63.2,1.23e-96,63.2,1.65e-92
n54,n55,both,63.1,1.39e-92,63.1,1.87e-88
n54,n56,both,63.5,1.64e-93,63.5,2.21e-89
n54,n57,both,63.5,2.79e-93,63.5,3.76e-89
n54,n58,both,53.3,4.23e-73,53.3,5.69e-69
n54,n59,both,44.9,1.78e-63,44.9,2.40e-59
n54,n6,both,64.6,8.46e-98,64.6,1.14e-93
n54,n60,both,44.3,8.27e-61,44.3,1.11e-56
n54,n61,both,45.9,3.24e-65,45.9,4.37e-61
n54,n62,both,70.2,2.90e-106,70.2,3.91e-102
n54,n64,both,61.8,1.48e-94,61.8,2.00e-90
n54,n66,both,48.1,1.19e-67,48.1,1.60e-63
n54,n67,both,33.7,1.35e-32,33.7,1.28e-28
n54,n68,both,49.4,2.84e-69,49.4,3.82e-65
n54,n69,both,51.2,1.46e-71,51.2,1.97e-67
n54,n7,both,48.1,5.35e-68,48.1,7.20e-64
n54,n70,both,49.1,8.81e-71,49.1,1.19e-66
n54,n71,both,43.4,3.71e-61,43.4,5.00e-57
n54,n72,both,65.3,1.44e-97,65.3,1.94e-93
n54,n73,both,59.1,1.77e-87,59.1,2.38e-83
n54,n74,both,60.7,1.00e-90,60.7,1.35e-86
n54,n75,both,46.6,8.84e-63,46.6,1.19e-58
n54,n76,both,48.3,3.14e-68,48.3,4.22e-64
n54,n77,both,46.1,8.54e-66,46.1,1.15e-61
n54,n78,both,65.7,1.31e-98,65.7,1.76e-94
n54,n79,both,31.0,3.47e-28,31.0,4.27e-24
n54,n8,both,64.5,6.48e-98,64.5,8.72e-94
n54,n80,both,64.9,9.99e-99,64.9,1.35e-94
n54,n81,both,68.2,1.35e-103,68.2,1.81e-99
n54,n82,both,33.2,3.62e-32,33.2,4.88e-28
n54,n83,both,51.9,8.81e-71,51.9,1.19e-66
n54,n86,both,45.7,2.33e-63,45.7,3.13e-59
n54,n87,both,63.3,2.02e-91,63.3,2.72e-87
n54,n88,both,44.2,5.93e-59,44.2,7.98e-55
n54,n89,both,43.4,2.18e-61,43.4,2.93e-57
n54,n9,both,62.0,1.07e-92,62.0,1.44e-88
n55,n56,both,97.7,3.04e-148,97.7,4.09e-144
n55,n57,both,98.4,3.59e-149,98.4,4.84e-145
n55,n58,both,56.8,1.03e-79,56.8,1.39e-75
n55,n59,both,45.5,8.47e-66,45.5,1.14e-61
n55,n6,both,59.3,2.29e-87,59.3,3.09e-83
n55,n60,both,45.0,3.01e-63,45.0,4.06e-59
n55,n61,both,45.3,4.20e-65,45.3,5.66e-61
n55,n62,both,64.1,1.75e-95,64.1,2.36e-91
n55,n63,both,30.9,1.79e-23,30.9,2.41e-19
n55,n64,both,56.3,2.37e-84,56.3,3.19e-80
n55,n66,both,46.4,2.91e-66,46.4,3.92e-62
n55,n67,both,35.3,6.13e-32,35.3,8.25e-28
n55,n68,both,47.2,9.05e-68,47.2,1.22e-63
n55,n69,both,46.3,5.14e-63,46.3,6.92e-59
n55,n7,both,47.7,1.64e-68,47.7,1.88e-64
n55,n70,both,46.1,5.32e-60,46.1,7.16e-56
n55,n71,both,45.2,1.31e-66,45.2,1.76e-62
n55,n72,both,56.2,3.20e-81,56.2,4.32e-77
n55,n73,both,54.9,3.79e-82,54.9,5.10e-78
n55,n74,both,57.1,3.79e-82,57.1,5.10e-78
n55,n75,both,48.6,2.46e-65,48.6,3.32e-61
n55,n76,both,45.7,1.11e-65,45.7,1.49e-61
n55,n77,both,46.3,1.31e-66,46.3,1.76e-62
n55,n78,both,55.0,1.22e-80,55.0,1.64e-76
n55,n79,both,30.3,1.79e-23,32.1,8.84e-22
n55,n8,both,54.6,2.15e-77,54.6,2.89e-73
n55,n80,both,54.2,6.25e-77,54.2,8.42e-73
n55,n81,both,62.9,2.14e-93,62.9,2.88e-89
n55,n82,both,36.4,4.92e-35,36.4,4.68e-31
n55,n83,both,48.3,9.69e-62,48.3,1.31e-57
n55,n86,both,46.2,1.18e-67,46.2,1.59e-63
n55,n87,both,56.2,3.54e-80,56.2,4.77e-76
n55,n88,both,39.8,6.96e-52,39.8,9.38e-48
n55,n89,both,48.1,8.87e-70,48.1,9.97e-66
n55,n9,both,57.8,4.04e-84,57.8,5.45e-80
n56,n57,both,98.4,2.75e-149,98.4,3.70e-145
n56,n58,both,58.3,4.94e-82,58.3,6.66e-78
n56,n59,both,45.5,4.97e-66,45.5,6.69e-62
n56,n6,both,59.9,7.87e-88,59.9,1.06e-83
n56,n60,both,45.6,2.73e-64,45.6,3.67e-60
n56,n61,both,46.3,5.87e-67,46.3,7.90e-63
n56,n62,both,64.7,6.02e-96,64.7,8.10e-92
n56,n63,both,31.1,3.60e-24,31.1,4.85e-20
n56,n64,both,57.9,4.32e-86,57.9,5.82e-82
n56,n66,both,47.6,1.18e-67,47.6,1.59e-63
n56,n67,both,35.7,1.61e-32,35.7,2.17e-28
n56,n68,both,48.0,1.07e-68,48.0,1.44e-64
n56,n69,both,46.3,6.07e-64,46.3,8.18e-60
n56,n7,both,48.5,2.53e-69,48.5,2.90e-65
n56,n70,both,46.8,6.28e-61,46.8,8.46e-57
n56,n71,both,45.2,7.66e-67,45.2,1.03e-62
n56,n72,both,56.4,1.44e-81,56.4,1.94e-77
n56,n73,both,56.0,1.54e-83,56.0,2.07e-79
n56,n74,both,57.1,4.94e-82,57.1,6.66e-78
n56,n75,both,49.8,1.71e-66,49.8,2.30e-62
n56,n76,both,46.1,8.47e-66,46.1,1.14e-61
n56,n77,both,46.6,2.63e-67,46.6,3.55e-63
n56,n78,both,55.4,5.47e-81,55.4,7.36e-77
n56,n79,both,31.1,1.24e-24,32.9,6.12e-23
n56,n8,both,54.6,5.66e-78,54.6,7.62e-74
n56,n80,both,54.6,1.26e-77,54.6,1.70e-73
n56,n81,both,64.3,1.13e-94,64.3,1.53e-90
n56,n82,both,36.4,2.88e-35,36.4,2.74e-31
n56,n83,both,49.0,5.14e-63,49.0,6.92e-59
n56,n86,both,46.2,2.63e-67,46.2,3.55e-63
n56,n87,both,56.6,1.44e-81,56.6,1.94e-77
n56,n88,both,40.6,1.07e-52,40.6,1.45e-48
n56,n89,both,48.0,1.98e-69,48.0,2.22e-65
n56,n9,both,59.3,7.37e-86,59.3,9.93e-82
n57,n58,both,57.9,3.20e-81,57.9,4.32e-77
n57,n59,both,45.8,1.52e-66,45.8,2.04e-62
n57,n6,both,59.9,7.87e-88,59.9,1.06e-83
n57,n60,both,45.2,4.38e-64,45.2,5.89e-60
n57,n61,both,45.5,4.97e-66,45.5,6.69e-62
n57,n62,both,64.7,3.53e-96,64.7,4.75e-92
n57,n63,both,31.4,3.60e-24,31.4,4.85e-20
n57,n64,both,57.1,2.14e-85,57.1,2.89e-81
n57,n66,both,47.2,1.54e-67,47.2,2.08e-63
n57,n67,both,35.7,5.54e-33,35.7,7.46e-29
n57,n68,both,47.6,1.40e-68,47.6,1.88e-64
n57,n69,both,45.9,7.29e-63,46.3,3.11e-59
n57,n7,both,48.1,2.53e-69,48.1,2.90e-65
n57,n70,both,45.7,5.32e-60,45.7,7.16e-56
n57,n71,both,45.6,2.33e-67,45.6,3.14e-63
n57,n72,both,56.8,1.10e-81,56.8,1.48e-77
n57,n73,both,55.3,7.63e-83,55.3,1.03e-78
n57,n74,both,57.9,3.42e-83,57.9,4.61e-79
n57,n75,both,48.6,1.45e-65,48.6,1.95e-61
n57,n76,both,46.1,1.71e-66,46.1,2.30e-62
n57,n77,both,46.6,2.63e-67,46.6,3.55e-63
n57,n78,both,55.4,1.88e-81,55.4,2.53e-77
n57,n79,both,30.3,1.05e-23,32.1,5.18e-22
n57,n8,both,55.3,1.94e-78,55.3,2.62e-74
n57,n80,both,55.0,5.66e-78,55.0,7.62e-74
n57,n81,both,64.0,4.31e-94,64.0,5.81e-90
n57,n82,both,36.8,3.14e-36,36.8,4.23e-32
n57,n83,both,48.8,6.71e-63,48.8,9.04e-59
n57,n86,both,46.6,1.94e-68,46.6,2.61e-64
n57,n87,both,55.9,4.63e-80,55.9,6.23e-76
n57,n88,both,40.2,3.13e-52,40.2,4.21e-48
n57,n89,both,48.0,6.79e-70,48.0,7.64e-66
n57,n9,both,58.1,1.06e-84,58.1,1.43e-80
n58,n59,both,39.0,2.05e-55,39.0,2.76e-51
n58,n6,both,59.0,6.55e-91,59.0,8.82e-87
n58,n60,both,37.7,5.61e-53,37.7,7.55e-49
n58,n61,both,38.1,5.07e-54,38.1,6.83e-50
n58,n62,both,54.8,3.39e-78,54.8,4.57e-74
n58,n64,both,51.2,3.01e-71,51.2,4.05e-67
n58,n66,both,42.8,7.31e-61,42.8,9.84e-57
n58,n67,both,34.6,9.00e-35,34.6,1.21e-30
n58,n68,both,41.9,6.61e-62,41.9,8.90e-58
n58,n69,both,43.8,5.98e-57,43.8,8.05e-53
n58,n7,both,41.8,5.24e-59,41.8,7.05e-55
n58,n70,both,44.7,8.43e-62,44.0,1.14e-57
n58,n71,both,39.6,4.40e-58,39.6,5.93e-54
n58,n72,both,50.3,4.72e-76,50.3,6.35e-72
n58,n73,both,53.7,8.31e-81,53.7,1.12e-76
n58,n74,both,51.7,1.39e-77,51.7,1.88e-73
n58,n75,both,45.2,1.02e-62,45.7,5.20e-60
n58,n76,both,39.2,9.25e-56,39.2,1.25e-51
n58,n77,both,39.8,3.40e-58,39.8,4.57e-54
n58,n78,both,46.6,9.33e-69,46.6,1.26e-64
n58,n8,both,54.0,8.33e-77,54.0,1.12e-72
n58,n80,both,52.2,2.67e-79,51.2,1.62e-75
n58,n81,both,51.7,4.40e-82,51.7,5.93e-78
n58,n82,both,33.1,3.20e-32,33.1,4.31e-28
n58,n83,both,50.0,8.61e-70,50.0,1.16e-65
n58,n86,both,40.4,6.46e-56,40.4,8.71e-52
n58,n87,both,53.3,7.44e-79,53.3,1.05e-74
n58,n88,both,38.7,4.19e-50,38.7,5.65e-46
n58,n89,both,40.6,1.38e-59,40.6,1.86e-55
n58,n9,both,49.3,9.37e-75,49.3,1.20e-70
n59,n6,both,44.4,1.80e-64,44.4,2.42e-60
n59,n60,both,52.8,6.11e-92,52.8,8.23e-88
n59,n61,both,53.1,1.36e-91,53.1,1.83e-87
n59,n62,both,50.4,6.85e-71,50.4,9.23e-67
n59,n64,both,41.9,9.07e-60,45.1,8.18e-60
n59,n66,both,55.3,6.97e-96,55.3,9.39e-92
n59,n67,both,34.0,7.57e-42,34.0,1.02e-37
n59,n68,both,54.1,1.01e-94,54.1,1.36e-90
n59,n69,both,45.4,2.96e-64,45.4,3.98e-60
n59,n7,both,53.0,7.71e-95,53.0,1.04e-90
n59,n70,both,47.3,8.13e-73,47.3,1.09e-68
n59,n71,both,80.9,9.57e-146,80.9,1.29e-141
n59,n72,both,39.3,2.50e-61,39.3,3.37e-57
n59,n73,both,42.1,1.24e-60,42.1,1.67e-56
n59,n74,both,45.5,5.30e-69,45.5,7.14e-65
n59,n75,both,52.3,9.47e-79,52.3,1.28e-74
n59,n76,both,53.2,4.68e-92,53.2,6.30e-88
n59,n77,both,56.0,3.13e-96,56.0,4.22e-92
n59,n78,both,43.6,1.22e-60,42.2,4.26e-60
n59,n79,both,31.6,2.10e-33,31.6,2.82e-29
n59,n8,both,47.7,1.21e-67,47.7,1.62e-63
n59,n80,both,46.2,1.32e-70,46.2,1.78e-66
n59,n81,both,46.3,5.03e-70,46.3,6.78e-66
n59,n82,both,32.8,1.58e-39,32.8,2.13e-35
n59,n83,both,38.7,2.06e-47,38.7,2.77e-43
n59,n86,both,85.3,4.99e-141,85.3,6.72e-137
n59,n87,both,40.2,2.43e-56,40.2,3.13e-52
n59,n88,both,43.6,8.16e-54,43.6,1.10e-49
n59,n89,both,56.1,1.08e-96,56.1,1.45e-92
n59,n9,both,39.9,3.38e-58,39.9,4.56e-54
n6,n60,both,44.7,1.05e-64,48.1,6.37e-61
n6,n61,both,45.2,1.38e-64,45.2,1.85e-60
n6,n62,both,69.0,2.26e-106,69.0,3.04e-102
n6,n64,both,68.4,2.44e-105,68.4,3.28e-101
n6,n66,both,48.7,3.61e-73,48.7,4.86e-69
n6,n67,both,34.2,2.62e-31,34.2,3.53e-27
n6,n68,both,50.8,3.86e-75,50.8,5.20e-71
n6,n69,both,50.0,1.57e-73,50.0,2.11e-69
n6,n7,both,48.3,3.20e-72,48.3,4.12e-68
n6,n70,both,53.9,2.67e-76,53.9,3.60e-72
n6,n71,both,46.7,8.62e-67,46.7,1.16e-62
n6,n72,both,61.5,5.91e-100,61.5,7.96e-96
n6,n73,both,57.6,1.51e-95,57.6,2.03e-91
n6,n74,both,53.2,2.26e-83,58.4,8.53e-90
n6,n75,both,44.5,4.00e-61,45.4,3.37e-59
n6,n76,both,47.5,4.42e-71,47.5,5.95e-67
n6,n77,both,49.7,6.58e-75,49.7,8.86e-71
n6,n78,both,58.5,1.19e-92,58.8,6.53e-90
n6,n8,both,61.2,8.86e-95,61.2,1.19e-90
n6,n80,both,59.4,7.99e-97,59.8,3.85e-93
n6,n81,both,66.7,4.36e-111,66.7,5.88e-107
n6,n82,both,34.7,7.36e-34,34.7,9.92e-30
n6,n83,both,54.2,1.42e-77,54.2,1.91e-73
n6,n86,both,49.3,2.53e-68,49.3,3.41e-64
n6,n87,both,61.1,9.03e-101,61.1,1.22e-96
n6,n88,both,46.6,5.10e-64,46.6,6.87e-60
n6,n89,both,45.1,9.53e-66,46.0,1.52e-62
n6,n9,both,58.1,3.04e-96,58.1,4.09e-92
n60,n61,both,73.1,1.53e-138,73.1,2.06e-134
n60,n62,both,47.8,1.13e-65,47.8,1.52e-61
n60,n64,both,47.6,6.49e-66,47.6,8.74e-62
n60,n66,both,68.0,5.55e-125,68.0,7.47e-121
n60,n67,both,40.2,3.98e-49,40.2,5.36e-45
n60,n68,both,66.8,4.40e-122,66.8,5.92e-118
n60,n69,both,44.5,5.40e-58,44.5,7.28e-54
n60,n7,both,64.6,1.32e-118,64.6,1.78e-114
n60,n70,both,50.4,1.13e-74,50.4,1.53e-70
n60,n71,both,57.7,6.73e-91,57.7,9.07e-87
n60,n72,both,41.6,5.72e-64,41.6,7.70e-60
n60,n73,both,45.0,6.91e-59,45.0,9.31e-55
n60,n74,both,44.3,5.30e-69,44.3,7.14e-65
n60,n75,both,46.6,1.24e-62,46.6,1.67e-58
n60,n76,both,66.3,1.29e-121,66.3,1.73e-117
n60,n77,both,66.5,3.51e-119,66.5,4.72e-115
n60,n78,both,47.4,6.05e-68,47.4,8.79e-64
n60,n79,both,30.5,3.47e-28,30.5,4.67e-24
n60,n8,both,47.4,3.51e-67,47.4,4.72e-63
n60,n80,both,47.0,4.45e-66,47.0,6.00e-62
n60,n81,both,45.7,8.36e-68,45.7,1.13e-63
n60,n82,both,39.0,3.98e-49,39.0,5.36e-45
n60,n83,both,38.4,5.74e-48,38.4,7.73e-44
n60,n86,both,56.2,2.87e-88,56.2,3.87e-84
n60,n87,both,41.1,6.13e-57,41.1,8.25e-53
n60,n88,both,42.2,1.61e-50,42.2,1.49e-46
n60,n89,both,57.6,2.09e-103,57.6,2.82e-99
n60,n9,both,44.4,6.97e-62,44.4,9.38e-58
n61,n62,both,47.7,1.02e-66,47.7,1.38e-62
n61,n64,both,48.7,1.40e-68,48.7,1.88e-64
n61,n66,both,71.6,3.48e-127,71.6,4.68e-123
n61,n67,both,38.6,4.00e-46,38.6,5.38e-42
n61,n68,both,71.3,1.12e-125,71.3,1.51e-121
n61,n69,both,41.4,4.42e-60,41.4,5.95e-56
n61,n7,both,65.9,1.97e-122,66.3,2.66e-118
n61,n70,both,46.3,2.53e-74,46.3,3.40e-70
n61,n71,both,55.2,1.71e-94,55.2,2.31e-90
