v213	v163	25.9	9.93	21
v062	v025	62.4	3.06e-95	338
v062	v023	63.3	7.52e-94	334
v062	v010	62.5	4.88e-93	331
v062	v028	59.1	7.54e-86	307
v062	v033	59.0	2.87e-85	305
v062	v034	56.7	8.63e-82	294
v062	v032	54.4	1.92e-81	292
v062	v042	52.6	1.52e-78	283
v062	v058	54.8	3.39e-78	282
v062	v007	52.3	3.18e-76	275
v062	v018	50.7	1.74e-74	269
v062	v021	52.1	2.13e-72	262
v062	v047	52.1	2.13e-72	262
v062	v004	50.0	1.38e-71	260
v062	v059	50.4	6.85e-71	257
v062	v019	47.7	3.4e-70	255
v062	v041	50.7	2.88e-69	252
v062	v001	50.2	4.91e-69	251
v062	v036	50.0	1.43e-68	250
v062	v051	48.5	3.18e-68	248
v062	v061	47.7	1.02e-66	243
v062	v060	47.8	1.13e-65	240
v062	v020	45.9	2.14e-64	236
v062	v043	40.7	7.88e-51	191
v062	v050	34.7	8.75e-34	134
v062	v040	30.1	1.77e-18	83
v062	v038	26.5	2.17e-16	76
v062	v017	34.1	4.53e-06	42
v062	v039	24.7	3.83e-05	39
v062	v049	29.3	0.0021	33
v062	v049	28.8	0.00468	32
v062	v037	31.8	0.0136	30
v062	v039	25.0	0.0232	30
v062	v003	30.7	4.85	22
v061	v060	73.1	1.53e-138	482
v061	v019	67.6	3.31e-125	438
v061	v007	65.9	2.01e-122	429
v061	v036	62.1	5.49e-104	367
v061	v051	57.5	2.55e-101	359
v061	v059	53.1	1.4e-91	326
v061	v020	54.6	4.51e-90	321
v061	v042	53.7	6.1e-87	311
v061	v018	46.0	5.17e-78	281
v061	v047	47.3	2.25e-73	266
v061	v021	47.3	2.25e-73	266
v061	v004	46.2	2.94e-73	265
v061	v001	50.6	3.84e-73	265
v061	v022	47.3	3.04e-70	255
v061	v027	47.3	3.04e-70	255
v061	v052	49.8	1.51e-69	253
v061	v041	42.4	9.78e-69	250
v061	v024	43.7	3.72e-68	248
v061	v053	47.7	6.34e-68	248
v061	v016	48.7	1.41e-67	247
v061	v056	46.3	7.01e-67	244
v061	v023	43.3	2.66e-66	242
v061	v057	45.5	5.93e-66	241
v061	v030	46.6	1.01e-65	240
v061	v046	46.6	1.01e-65	240
v061	v011	46.6	1.01e-65	240
v061	v044	46.6	1.01e-65	240
v061	v015	46.6	1.01e-65	240
v061	v014	42.7	1.32e-65	240
v061	v029	47.0	1.32e-65	240
v061	v045	42.7	1.32e-65	240
v061	v031	46.6	2.25e-65	239
v061	v012	46.6	2.25e-65	239
v061	v008	46.2	2.94e-65	239
v061	v054	45.9	3.85e-65	238
v061	v025	42.3	3.85e-65	238
v061	v055	45.3	5.02e-65	238
v061	v026	45.9	1.12e-64	237
v061	v002	45.9	1.12e-64	237
v061	v006	45.2	1.46e-64	236
v061	v013	45.9	4.25e-64	235
v061	v010	46.2	5.55e-64	235
v061	v033	46.9	8.02e-63	231
v061	v032	43.3	8.87e-62	227
v061	v043	46.5	6.35e-60	221
v061	v034	42.8	1.42e-59	220
v061	v005	41.0	7.02e-59	218
v061	v009	42.9	1.56e-58	216
v061	v028	40.1	5.57e-56	208
v061	v058	38.1	5.21e-54	201
v061	v050	31.7	7.82e-34	134
v061	v040	26.4	1.13e-24	104
v061	v003	26.1	7.37e-08	48
v061	v037	28.7	4.04e-06	42
v061	v049	27.5	7.63e-05	38
v060	v019	66.8	7.1e-123	430
v060	v007	64.6	1.39e-118	416
v060	v036	62.6	1.14e-104	370
v060	v051	61.8	1.76e-97	346
v060	v059	52.8	6.48e-92	327
v060	v020	49.2	1e-84	304
v060	v042	52.1	2.23e-84	302
v060	v001	53.2	2.92e-76	275
v060	v004	45.6	1.23e-74	270
v060	v047	49.4	2.4e-70	256
v060	v021	49.4	2.4e-70	256
v060	v016	49.4	6.97e-70	254
v060	v052	50.6	9.1e-70	254
v060	v018	42.7	2.03e-69	253
v060	v024	44.5	3.46e-69	252
v060	v053	48.5	5.9e-69	251
v060	v041	44.5	1.31e-68	250
v060	v011	47.8	1.45e-67	247
v060	v030	47.8	1.45e-67	247
v060	v015	47.8	1.45e-67	247
v060	v044	47.8	1.45e-67	247
v060	v046	47.8	1.45e-67	247
v060	v008	47.4	4.23e-67	245
v060	v022	48.5	7.21e-67	244
v060	v027	48.5	7.21e-67	244
v060	v026	47.0	1.61e-66	243
v060	v012	47.4	2.1e-66	243
v060	v014	47.4	2.1e-66	243
v060	v045	47.4	2.1e-66	243
v060	v031	47.4	2.1e-66	243
v060	v029	47.4	3.58e-66	242
v060	v013	47.0	4.68e-66	242
v060	v023	48.1	6.11e-66	241
v060	v025	47.0	6.11e-66	241
v060	v010	47.0	1.04e-65	240
v060	v006	48.1	5.17e-65	238
v060	v056	45.6	3.35e-64	235
v060	v057	45.2	4.38e-64	235
v060	v055	45.0	3.7e-63	232
v060	v033	48.5	8.25e-63	231
v060	v009	44.4	6.99e-62	228
v060	v002	44.3	1.01e-60	224
v060	v054	44.3	1.01e-60	224
v060	v034	42.8	1.46e-59	220
v060	v043	45.5	2.49e-59	219
v060	v032	44.0	5.54e-59	218
v060	v028	40.5	7.99e-58	214
v060	v005	41.9	2.33e-57	213
v060	v058	37.7	5.93e-53	198
v060	v050	32.1	2.86e-31	126
v060	v040	25.8	1.09e-22	97
v060	v038	30.4	9.55e-19	84
v060	v003	27.0	1.21e-05	41
v060	v035	25.4	1.58e-05	40
v060	v037	24.8	0.000103	38
v060	v049	26.0	0.000175	37
v059	v051	65.9	1.77e-107	379
v059	v020	58.8	6.51e-102	361
v059	v036	55.7	1.19e-95	340
v059	v007	53.0	7.71e-95	337
v059	v019	52.2	4.38e-90	321
v059	v004	51.2	1.46e-85	306
v059	v042	51.4	4.24e-85	305
v059	v018	51.0	1.16e-82	297
v059	v047	50.5	8.57e-78	280
v059	v021	50.5	8.57e-78	280
v059	v001	49.7	8.02e-76	274
v059	v041	45.7	1.2e-71	260
v059	v015	46.5	2.67e-71	259
v059	v029	46.2	2.67e-71	259
v059	v025	47.1	2.67e-71	259
v059	v044	46.5	2.67e-71	259
v059	v046	46.5	2.67e-71	259
v059	v023	46.9	3.49e-71	258
v059	v027	46.4	4.55e-71	258
v059	v022	46.4	4.55e-71	258
v059	v045	46.7	5.95e-71	258
v059	v014	46.7	5.95e-71	258
v059	v030	49.1	4.26e-69	252
v059	v011	49.1	4.26e-69	252
v059	v031	48.3	5.57e-69	251
v059	v012	48.3	5.57e-69	251
v059	v026	49.1	7.27e-69	251
v059	v013	48.7	2.11e-68	249
v059	v043	47.4	8.04e-68	247
v059	v008	47.7	1.37e-67	247
v059	v016	47.3	1.37e-67	247
v059	v033	45.3	5.21e-67	245
v059	v010	48.3	5.21e-67	245
v059	v057	45.8	1.52e-66	243
v059	v056	45.5	5.76e-66	241
v059	v055	45.5	9.82e-66	240
v059	v053	47.0	1.28e-65	240
v059	v024	42.8	4.88e-65	238
v059	v006	44.4	1.85e-64	236
v059	v034	44.9	3.16e-64	235
v059	v005	44.9	9.19e-64	234
v059	v054	44.9	2.05e-63	233
v059	v052	47.0	2.05e-63	233
v059	v002	44.5	7.78e-63	231
v059	v009	39.9	3.38e-58	215
v059	v032	39.9	3.17e-56	209
v059	v058	39.0	2.05e-55	206
v059	v028	37.1	7.3e-53	198
v059	v050	32.1	1.53e-34	137
v059	v040	24.4	8.15e-20	88
v059	v038	24.6	2.9e-17	79
v059	v037	25.0	0.00693	32
v059	v049	24.8	0.0587	28
v059	v017	21.3	1.89	23
v058	v005	60.3	6.13e-92	327
v058	v006	58.7	3.36e-90	322
v058	v056	58.3	5.75e-82	294
v058	v057	57.9	3.73e-81	292
v058	v015	51.5	1.08e-80	290
v058	v044	51.5	1.08e-80	290
v058	v046	51.5	1.08e-80	290
v058	v029	51.5	3.16e-80	289
v058	v045	51.9	7.03e-80	287
v058	v014	51.9	7.03e-80	287
v058	v025	51.9	9.18e-80	287
v058	v055	56.8	1.2e-79	287
v058	v053	56.0	5.95e-79	284
v058	v027	49.7	2.26e-78	282
v058	v022	49.7	2.26e-78	282
v058	v023	49.7	2.95e-78	282
v058	v016	53.6	8.59e-78	280
v058	v030	54.0	2.5e-77	279
v058	v011	54.0	2.5e-77	279
v058	v026	54.0	5.57e-77	278
v058	v052	55.4	5.57e-77	278
v058	v008	54.0	9.5e-77	277
v058	v013	53.6	2.76e-76	275
v058	v012	53.6	3.61e-76	275
v058	v031	53.6	3.61e-76	275
v058	v024	49.0	6.16e-76	274
v058	v010	53.6	1.37e-75	273
v058	v009	49.3	8.89e-75	270
v058	v054	53.3	4.88e-73	265
v058	v002	52.7	7.05e-72	261
v058	v033	49.6	8.06e-68	247
v058	v028	47.8	3.06e-67	245
v058	v034	48.5	2.87e-65	239
v058	v018	43.8	8.34e-65	237
v058	v047	43.1	1.42e-64	236
v058	v021	43.1	1.42e-64	236
v058	v032	43.9	1.86e-64	236
v058	v001	42.9	5.41e-64	235
v058	v042	42.4	2.97e-62	229
v058	v004	40.8	5.06e-62	228
v058	v007	41.8	5.24e-59	218
v058	v051	40.9	1.17e-58	217
v058	v036	41.9	6.4e-57	211
v058	v041	40.8	2.69e-55	206
v058	v019	35.9	3.29e-53	199
v058	v020	36.9	1.21e-47	180
v058	v043	35.7	8.67e-46	174
v058	v050	30.5	9.97e-26	107
v058	v040	27.3	2.08e-15	73
v058	v003	22.8	0.0202	30
v058	v035	25.2	0.0345	29
v058	v017	24.7	1.45	24
v058	v037	25.8	9.4	21
v057	v056	98.4	2.75e-149	518
v057	v055	98.4	3.59e-149	517
v057	v054	63.5	2.79e-93	332
v057	v053	62.9	5.27e-92	327
v057	v002	63.1	6.88e-92	327
v057	v052	62.7	5.83e-91	324
v057	v005	59.2	6.03e-88	314
v057	v006	59.9	7.87e-88	314
v057	v024	57.1	1.14e-86	310
v057	v009	58.1	1.06e-84	303
v057	v016	56.8	2.9e-82	295
v057	v011	55.7	6.04e-80	287
v057	v030	55.7	6.04e-80	287
v057	v026	56.1	1.03e-79	287
v057	v015	55.7	1.35e-79	286
v057	v046	55.7	1.35e-79	286
v057	v044	55.7	1.35e-79	286
v057	v025	55.5	8.73e-79	283
v057	v012	55.1	8.73e-79	283
v057	v031	55.1	8.73e-79	283
v057	v023	55.5	1.14e-78	283
v057	v008	55.3	1.94e-78	282
v057	v014	55.1	1.94e-78	282
v057	v045	55.1	1.94e-78	282
v057	v029	55.9	2.54e-78	282
v057	v013	54.9	2.54e-78	282
v057	v027	54.8	9.65e-78	280
v057	v022	54.8	9.65e-78	280
v057	v010	54.5	1.82e-76	276
v057	v028	53.3	9.98e-75	270
v057	v018	49.4	3.21e-73	265
v057	v042	48.1	2.3e-71	259
v057	v007	48.1	2.15e-69	252
v057	v032	47.1	4.8e-69	251
v057	v051	46.4	4.8e-69	251
v057	v021	47.9	4.06e-68	248
v057	v047	47.9	4.06e-68	248
v057	v004	46.3	2.91e-66	242
v057	v001	47.9	3.8e-66	242
v057	v036	46.8	3.22e-65	238
v057	v019	42.9	1.04e-63	233
v057	v020	43.2	2.16e-61	226
v057	v033	47.1	2.39e-60	222
v057	v041	43.8	4.5e-59	218
v057	v034	43.0	6.09e-56	208
v057	v043	36.9	8.81e-47	177
v057	v050	30.8	5.94e-27	111
v057	v040	27.5	3.73e-21	92
v057	v038	27.6	6.37e-13	65
v057	v003	27.0	5.78e-06	42
v057	v035	27.5	9.85e-06	41
v057	v017	24.7	0.000142	37
v057	v049	28.8	0.000922	34
v057	v037	31.0	0.00781	31
v057	v048	25.4	0.428	25
v057	v009	29.3	1.25	24
v056	v055	97.7	3.04e-148	514
v056	v054	63.5	1.64e-93	332
v056	v002	63.1	4.03e-92	328
v056	v053	62.5	6.88e-92	327
v056	v052	62.3	7.61e-91	324
v056	v005	59.2	6.03e-88	314
v056	v006	59.9	7.87e-88	314
v056	v024	57.1	1.94e-86	309
v056	v009	59.3	7.37e-86	307
v056	v016	57.6	5.84e-83	297
v056	v011	54.9	1.76e-79	286
v056	v030	54.9	1.76e-79	286
v056	v026	55.3	3e-79	285
v056	v015	55.0	3.92e-79	285
v056	v046	55.0	3.92e-79	285
v056	v044	55.0	3.92e-79	285
v056	v012	54.7	1.94e-78	282
v056	v025	55.1	1.94e-78	282
v056	v031	54.7	1.94e-78	282
v056	v014	54.8	4.33e-78	281
v056	v045	54.8	4.33e-78	281
v056	v008	54.6	5.66e-78	281
v056	v027	54.8	5.66e-78	281
v056	v013	54.5	5.66e-78	281
v056	v022	54.8	5.66e-78	281
v056	v029	55.5	5.66e-78	281
v056	v023	55.1	9.65e-78	280
v056	v010	53.8	5.29e-76	274
v056	v028	54.5	6.91e-76	274
v056	v018	49.8	2.46e-73	265
v056	v042	48.5	7.91e-72	260
v056	v007	48.5	2.15e-69	252
v056	v021	48.7	4.8e-69	251
v056	v047	48.7	4.8e-69	251
v056	v051	46.4	8.19e-69	250
v056	v032	46.7	2.38e-68	249
v056	v001	49.0	1.18e-67	247
v056	v004	47.4	2.02e-67	246
v056	v036	47.6	1.71e-66	243
v056	v019	43.7	1.22e-64	236
v056	v020	43.5	2.82e-61	225
v056	v033	47.5	1.83e-60	223
v056	v041	44.1	4.5e-59	218
v056	v034	43.0	1.77e-55	206
v056	v043	37.3	5.16e-47	178
v056	v050	31.6	7.01e-28	114
v056	v040	27.9	3.73e-21	92
v056	v038	28.1	3.73e-13	65
v056	v003	26.1	9.85e-06	41
v056	v035	24.5	1.68e-05	40
v056	v017	24.1	0.000243	36
v056	v049	28.8	0.000922	34
v056	v037	32.1	0.00458	32
v056	v009	28.0	0.328	26
v056	v048	25.4	0.428	25
v055	v054	63.1	1.39e-92	329
v055	v053	62.3	1.17e-91	326
v055	v002	62.3	5.83e-91	324
v055	v052	62.7	7.61e-91	324
v055	v006	59.3	2.29e-87	312
v055	v005	59.1	2.99e-87	312
v055	v024	56.7	7.37e-86	307
v055	v009	57.8	4.04e-84	301
v055	v016	56.1	2.45e-81	292
v055	v030	54.9	5.12e-79	284
v055	v011	54.9	5.12e-79	284
v055	v026	55.3	1.14e-78	283
v055	v046	55.0	1.49e-78	283
v055	v044	55.0	1.49e-78	283
v055	v015	55.0	1.49e-78	283
v055	v031	54.3	7.39e-78	280
v055	v012	54.3	7.39e-78	280
v055	v025	54.8	9.65e-78	280
v055	v023	54.8	1.26e-77	280
v055	v014	54.4	2.15e-77	279
v055	v013	54.2	2.15e-77	279
v055	v008	54.6	2.15e-77	279
v055	v045	54.4	2.15e-77	279
v055	v029	55.1	2.81e-77	278
v055	v022	54.0	1.07e-76	277
v055	v027	54.0	1.07e-76	277
v055	v010	53.8	1.54e-75	273
v055	v028	53.3	9.98e-75	270
v055	v018	49.4	5.48e-73	264
v055	v042	47.8	1.49e-70	256
v055	v051	46.4	8.19e-69	250
v055	v007	47.7	1.4e-68	250
v055	v032	46.7	4.06e-68	248
v055	v021	47.9	6.93e-68	247
v055	v047	47.9	6.93e-68	247
v055	v004	46.6	1.71e-66	243
v055	v001	47.9	6.49e-66	241
v055	v036	47.0	5.49e-65	238
v055	v019	42.5	6.71e-63	231
v055	v020	43.2	2.82e-61	225
v055	v041	44.5	2.39e-60	222
v055	v033	46.7	1.18e-59	220
v055	v034	42.2	1.15e-54	203
v055	v043	36.5	4.37e-46	175
v055	v050	30.8	1.01e-26	111
v055	v040	27.1	1.85e-20	90
v055	v038	27.6	1.09e-12	64
v055	v003	27.0	1.68e-05	40
v055	v035	27.5	2.87e-05	39
v055	v017	25.3	8.34e-05	38
v055	v048	25.8	0.428	25
v055	v009	29.3	1.25	24
v054	v002	98.5	1.62e-149	518
v054	v052	68.8	9.33e-105	370
v054	v053	69.5	1.59e-104	369
v054	v024	65.1	3.11e-100	355
v054	v016	67.0	2.01e-99	352
v054	v011	64.8	2.63e-99	352
v054	v030	64.8	2.63e-99	352
v054	v013	64.8	3.43e-99	351
v054	v015	64.9	7.65e-99	350
v054	v046	64.9	7.65e-99	350
v054	v026	64.9	7.65e-99	350
v054	v044	64.9	7.65e-99	350
v054	v029	64.9	2.23e-98	349
v054	v008	64.5	6.48e-98	347
v054	v006	64.6	8.46e-98	347
v054	v012	64.0	1.44e-97	346
v054	v031	64.0	1.44e-97	346
v054	v025	64.1	3.21e-97	345
v054	v014	64.1	4.2e-97	344
v054	v045	64.1	4.2e-97	344
v054	v022	64.1	3.55e-96	341
v054	v027	64.1	3.55e-96	341
v054	v010	63.6	7.92e-96	340
v054	v023	62.6	7.41e-94	334
v054	v005	61.9	2.82e-93	332
v054	v009	62.0	1.07e-92	330
v054	v028	57.0	3.45e-83	298
v054	v032	52.1	3.57e-80	288
v054	v033	55.4	1.5e-78	283
v054	v018	51.5	4.09e-76	275
v054	v034	53.1	1.55e-75	273
v054	v042	49.6	1.31e-74	270
v054	v047	50.0	6.75e-71	257
v054	v021	50.0	6.75e-71	257
v054	v051	47.6	2.4e-68	249
v054	v004	48.5	4.09e-68	248
v054	v007	48.1	5.35e-68	248
v054	v001	48.9	5.91e-67	244
v054	v036	47.2	3.83e-66	242
v054	v019	46.7	5.01e-66	241
v054	v041	47.3	5.18e-63	231
v054	v020	44.6	2.84e-61	225
v054	v043	41.2	9.16e-52	194
v054	v050	32.1	4.43e-30	122
v054	v040	31.6	5.6e-25	105
v054	v038	28.8	6.86e-15	71
v054	v017	27.3	0.00461	32
v054	v049	25.6	0.039	29
v054	v039	23.9	0.051	28
v054	v037	28.7	0.114	27
v054	v039	20.2	2.14	23
v053	v052	91.2	4.03e-140	487
v053	v024	76.2	7.64e-115	403
v053	v006	70.3	2.81e-109	385
v053	v002	69.5	3.56e-104	368
v053	v011	68.4	1.77e-103	366
v053	v030	68.4	1.77e-103	366
v053	v013	68.4	2.31e-103	365
v053	v029	68.3	5.14e-103	364
v053	v044	68.3	6.71e-103	364
v053	v015	68.3	6.71e-103	364
v053	v046	68.3	6.71e-103	364
v053	v016	68.4	8.77e-103	363
v053	v026	68.3	1.15e-102	363
v053	v005	67.3	2.55e-102	362
v053	v022	66.8	2.55e-102	362
v053	v027	66.8	2.55e-102	362
v053	v012	66.9	2.16e-101	359
v053	v031	66.9	2.16e-101	359
v053	v025	67.2	3.68e-101	358
v053	v023	67.2	6.28e-101	357
v053	v045	66.8	8.21e-101	357
v053	v008	67.2	8.21e-101	357
v053	v014	66.8	8.21e-101	357
v053	v010	67.3	5.32e-100	354
v053	v009	63.2	1.23e-96	343
v053	v028	56.5	2.03e-83	299
v053	v033	56.9	4.52e-83	298
v053	v034	56.1	7.22e-81	290
v053	v032	52.1	2.84e-77	278
v053	v042	51.3	8.26e-77	277
v053	v018	50.2	2.25e-74	269
v053	v047	50.2	1.23e-72	263
v053	v021	50.2	1.23e-72	263
v053	v036	49.2	8e-72	260
v053	v007	48.5	1.97e-70	256
v053	v051	48.5	2.57e-70	255
v053	v001	48.7	4.86e-69	251
v053	v004	47.4	8.28e-69	250
v053	v019	46.1	1.32e-66	243
v053	v041	46.0	2.11e-64	236
v053	v020	42.8	2.42e-60	222
v053	v043	43.2	3.38e-54	202
v053	v050	31.8	3.63e-32	129
v053	v040	28.6	1.21e-19	87
v053	v038	25.3	3.91e-10	55
v053	v003	24.1	1.7e-05	40
v053	v035	23.1	2.9e-05	39
v053	v039	25.7	0.00271	33
v053	v017	24.1	0.0079	31
v053	v049	25.6	0.0176	30
v053	v039	23.7	0.0176	30
v053	v049	22.9	0.254	26
v053	v037	35.3	0.739	25
v052	v024	75.8	1.7e-114	402
v052	v006	70.3	1.4e-108	382
v052	v016	68.6	1.22e-104	369
v052	v002	68.5	6.07e-104	367
v052	v029	68.4	1.04e-103	366
v052	v013	68.2	1.04e-103	366
v052	v011	67.8	2.31e-103	365
v052	v030	67.8	2.31e-103	365
v052	v026	68.1	5.14e-103	364
v052	v015	67.7	8.77e-103	363
v052	v046	67.7	8.77e-103	363
v052	v044	67.7	8.77e-103	363
v052	v022	66.9	3.33e-102	361
v052	v027	66.9	3.33e-102	361
v052	v031	67.0	1.65e-101	359
v052	v012	67.0	1.65e-101	359
v052	v025	67.3	2.82e-101	358
v052	v008	66.9	3.68e-101	358
v052	v045	66.9	6.28e-101	357
v052	v014	66.9	6.28e-101	357
v052	v023	66.9	1.83e-100	356
v052	v005	65.4	4.07e-100	354
v052	v010	66.7	6.95e-100	354
v052	v009	59.8	4.08e-92	328
v052	v028	58.4	2.17e-85	305
v052	v033	59.0	3.24e-81	292
v052	v034	58.6	1.04e-79	287
v052	v032	54.4	6.76e-79	284
v052	v042	50.6	1.56e-75	273
v052	v018	49.1	5.01e-74	268
v052	v007	49.4	5.19e-71	258
v052	v051	50.0	5.74e-70	254
v052	v047	48.3	2.18e-69	252
v052	v021	48.3	2.18e-69	252
v052	v036	47.7	4.86e-69	251
v052	v004	47.4	6.34e-69	251
v052	v019	47.8	1.41e-68	250
v052	v001	47.5	1.73e-66	243
v052	v041	43.4	2.18e-61	226
v052	v020	44.6	4.12e-60	221
v052	v043	42.5	2.42e-52	196
v052	v050	31.1	6.85e-31	124
v052	v040	29.0	2.07e-19	86
v052	v038	25.3	3.91e-10	55
v052	v003	24.1	5.84e-06	42
v052	v035	23.1	9.97e-06	41
v052	v039	27.0	0.00271	33
v052	v017	24.1	0.0103	31
v052	v049	26.6	0.0103	31
v052	v039	26.0	0.03	29
v052	v037	33.3	0.739	25
v052	v049	24.6	2.81	23
v051	v020	62.0	6.37e-108	381
v051	v036	60.1	1.2e-106	376
v051	v007	56.6	2.19e-100	356
v051	v019	56.0	1.57e-98	349
v051	v018	55.4	1.69e-84	303
v051	v042	54.7	2.88e-84	302
v051	v004	52.8	7.34e-80	287
v051	v041	50.7	4.45e-77	278
v051	v021	52.8	2.21e-76	276
v051	v047	52.8	2.21e-76	276
v051	v001	53.0	2.44e-75	272
v051	v046	50.2	4.61e-74	268
v051	v044	50.2	4.61e-74	268
v051	v015	50.2	4.61e-74	268
v051	v014	47.9	7.86e-74	267
v051	v045	47.9	7.86e-74	267
v051	v030	53.0	1.03e-73	267
v051	v011	53.0	1.03e-73	267
v051	v025	47.5	2.29e-73	266
v051	v029	49.5	3.9e-73	265
v051	v031	51.9	5.09e-73	265
v051	v012	51.9	5.09e-73	265
v051	v026	52.6	5.09e-73	265
v051	v022	50.5	6.65e-73	264
v051	v027	50.5	6.65e-73	264
v051	v006	52.3	1.48e-72	263
v051	v008	52.6	1.48e-72	263
v051	v010	52.6	1.48e-72	263
v051	v013	51.9	1.64e-71	260
v051	v043	45.4	3.65e-71	258
v051	v005	47.7	1.81e-70	256
v051	v023	49.1	3.09e-70	255
v051	v024	48.7	1.3e-68	250
v051	v016	48.3	1.7e-68	250
v051	v002	47.6	2.21e-68	249
v051	v033	46.1	1.21e-66	243
v051	v009	46.0	1.59e-66	243
v051	v034	46.5	1.49e-64	236
v051	v032	45.9	4.78e-63	231
v051	v028	42.4	1.94e-56	210
v051	v050	29.1	5.52e-27	112
v051	v040	26.4	5.18e-17	79
v051	v038	24.7	3.25e-11	59
v051	v037	29.3	0.000226	37
v051	v003	25.2	0.00112	34
v051	v035	25.2	0.00191	33
v051	v049	25.6	0.00326	33
v050	v001	35.6	2.69e-38	149
v050	v041	36.8	2.97e-37	146
v050	v007	32.7	6.62e-37	144
v050	v016	33.6	2.13e-35	139
v050	v047	32.5	4.75e-35	138
v050	v021	32.5	4.75e-35	138
v050	v014	34.3	8.1e-35	138
v050	v045	34.3	8.1e-35	138
v050	v012	34.3	8.1e-35	138
v050	v031	34.3	8.1e-35	138
v050	v013	33.9	1.38e-34	137
v050	v025	33.9	2.36e-34	136
v050	v008	33.7	3.08e-34	136
v050	v015	33.7	4.02e-34	135
v050	v019	32.9	4.02e-34	135
v050	v044	33.7	4.02e-34	135
v050	v046	33.7	4.02e-34	135
v050	v011	33.7	4.02e-34	135
v050	v030	33.7	4.02e-34	135
v050	v034	34.8	6.85e-34	134
v050	v033	32.1	6.85e-34	134
v050	v010	33.7	8.95e-34	134
v050	v029	33.5	1.17e-33	134
v050	v023	34.0	1.17e-33	134
v050	v026	33.3	1.17e-33	134
v050	v027	33.6	2.6e-33	132
v050	v022	33.6	2.6e-33	132
v050	v042	32.4	4.44e-33	132
v050	v009	32.6	2.2e-32	129
v050	v004	32.6	1.09e-31	127
v050	v018	29.8	4.6e-30	122
v050	v002	31.7	2.98e-29	119
v050	v006	29.4	4.3e-28	115
v050	v005	30.9	1.25e-27	114
v050	v024	30.3	1.63e-27	113
v050	v036	28.6	1.38e-26	110
v050	v020	26.2	7.59e-25	104
v050	v043	28.8	1.69e-24	103
v050	v032	27.8	3.19e-23	99
v050	v028	28.2	2.7e-22	96
v050	v040	25.9	8.13e-19	84
v050	v038	26.2	3.1e-10	56
v050	v037	25.0	0.118	27
v050	v049	24.7	1.7	23
v049	v037	66.2	5.18e-103	364
v049	v039	34.9	1.03e-34	137
v049	v048	30.1	4.48e-30	122
v049	v021	30.8	5.89e-06	42
v049	v047	30.8	5.89e-06	42
v049	v027	30.5	7.69e-06	41
v049	v022	30.5	7.69e-06	41
v049	v023	29.8	1.71e-05	40
v049	v007	27.1	2.92e-05	39
v049	v016	29.0	2.92e-05	39
v049	v025	27.5	3.82e-05	39
v049	v036	29.3	4.98e-05	39
v049	v045	28.2	6.51e-05	38
v049	v012	28.2	6.51e-05	38
v049	v014	28.2	6.51e-05	38
v049	v018	25.6	6.51e-05	38
v049	v031	28.2	6.51e-05	38
v049	v029	27.5	8.5e-05	38
v049	v019	25.2	0.000111	37
v049	v004	27.5	0.000145	37
v049	v013	28.2	0.000323	36
v049	v026	28.2	0.000323	36
v049	v015	28.2	0.000422	35
v049	v011	28.2	0.000422	35
v049	v030	28.2	0.000422	35
v049	v032	29.2	0.000422	35
v049	v044	28.2	0.000422	35
v049	v046	28.2	0.000422	35
v049	v008	28.2	0.000551	35
v049	v010	28.2	0.000551	35
v049	v035	30.1	0.000551	35
v049	v001	27.3	0.00072	35
v049	v042	22.7	0.00357	32
v049	v043	22.3	0.00796	31
v049	v033	26.6	0.0104	31
v049	v020	50.0	0.0136	30
v049	v009	29.8	0.0177	30
v049	v006	28.2	0.0302	29
v049	v005	27.5	0.0395	29
v049	v002	25.6	0.0395	29
v049	v003	26.7	0.088	28
v049	v034	27.3	0.115	27
v049	v024	25.8	0.15	27
v049	v033	22.6	0.334	26
v049	v005	22.7	0.334	26
v049	v038	26.9	0.437	25
v049	v006	24.8	0.437	25
v049	v038	23.7	0.57	25
v049	v028	24.3	0.973	24
v049	v012	30.0	1.27	24
v049	v013	30.0	1.27	24
v049	v045	30.0	1.27	24
v049	v029	30.0	1.27	24
v049	v025	30.0	1.27	24
v049	v031	30.0	1.27	24
v049	v014	30.0	1.27	24
v049	v032	25.0	2.17	23
v049	v027	27.4	3.7	22
v049	v016	24.2	3.7	22
v049	v022	27.4	3.7	22
v049	v046	27.5	6.31	22
v049	v044	27.5	6.31	22
v049	v042	45.0	6.31	22
v049	v010	44.4	6.31	22
v049	v011	27.5	6.31	22
v049	v015	27.5	6.31	22
v049	v030	27.5	6.31	22
v049	v008	27.5	6.31	22
v049	v026	27.5	6.31	22
v048	v037	27.9	1.39e-26	110
v048	v039	25.5	8.16e-19	84
v047	v021	100.0	2.31e-179	618
v047	v001	78.6	3.38e-130	455
v047	v004	73.8	7.81e-119	417
v047	v018	66.1	2.79e-108	382
v047	v042	64.2	5.62e-101	357
v047	v036	54.5	1.82e-75	273
v047	v007	49.7	6.92e-75	271
v047	v020	49.0	5.86e-74	268
v047	v022	49.7	4.96e-73	265
v047	v027	49.7	4.96e-73	265
v047	v005	50.4	1.03e-70	257
v047	v015	48.6	1.35e-70	257
v047	v046	48.6	1.35e-70	257
v047	v044	48.6	1.35e-70	257
v047	v023	49.0	6.71e-70	254
v047	v002	48.9	6.71e-70	254
